data;vxewz
19-fev-15;36.02
18-fev-15;37.78
17-fev-15;37.44
13-fev-15;36.97
12-fev-15;38.43
11-fev-15;40.44
10-fev-15;39.1
9-fev-15;38.05
6-fev-15;36.96
5-fev-15;35.61
4-fev-15;36.3
3-fev-15;35.74
2-fev-15;37.71
30-jan-15;37.75
29-jan-15;34.71
28-jan-15;34.68
27-jan-15;32.91
26-jan-15;33
23-jan-15;32.67
22-jan-15;32.04
21-jan-15;33.42
20-jan-15;34.94
16-jan-15;34.16
15-jan-15;35.1
14-jan-15;35.81
13-jan-15;33.99
12-jan-15;34.84
9-jan-15;33.85
8-jan-15;34.32
7-jan-15;35
6-jan-15;36.45
5-jan-15;37.12
2-jan-15;34.57
31-dez-14;34.21
30-dez-14;32.96
29-dez-14;34.27
26-dez-14;32.93
24-dez-14;32.7
23-dez-14;33.25
22-dez-14;33.9
19-dez-14;34.79
18-dez-14;37.34
17-dez-14;39.46
16-dez-14;41.27
15-dez-14;39.94
12-dez-14;35.38
11-dez-14;34.78
10-dez-14;34.01
9-dez-14;33.7
8-dez-14;33.26
5-dez-14;31.66
4-dez-14;32.43
3-dez-14;32.45
2-dez-14;35.01
1-dez-14;36.11
28-nov-14;34.28
26-nov-14;35.11
25-nov-14;35.32
24-nov-14;36.47
21-nov-14;35.61
20-nov-14;35.81
19-nov-14;35.39
18-nov-14;34.41
17-nov-14;34.74
14-nov-14;33.88
13-nov-14;32.65
12-nov-14;32.95
11-nov-14;32.83
10-nov-14;35.07
7-nov-14;35.76
6-nov-14;36.72
5-nov-14;35.72
4-nov-14;35.33
3-nov-14;34.82
31-out-14;34.22
30-out-14;33.87
29-out-14;33.2
28-out-14;31.18
27-out-14;31.3
24-out-14;58.16
23-out-14;53.6
22-out-14;61.17
21-out-14;67.66
20-out-14;72.83
17-out-14;70.03
16-out-14;68.51
15-out-14;66.82
14-out-14;66.56
13-out-14;66.7
10-out-14;54.42
9-out-14;56.24
8-out-14;57.61
7-out-14;54.73
6-out-14;51.03
3-out-14;43.93
2-out-14;43.49
1-out-14;43.73
30-set-14;44.24
29-set-14;45.6
26-set-14;39.71
25-set-14;41.15
24-set-14;40.27
23-set-14;42.5
22-set-14;39.24
19-set-14;37.23
18-set-14;36.74
17-set-14;36.41
16-set-14;36.15
15-set-14;36.33
12-set-14;34.76
11-set-14;33.2
10-set-14;32.47
9-set-14;32.18
8-set-14;30.11
5-set-14;28.15
4-set-14;28.23
3-set-14;28.39
2-set-14;28.19
29-ago-14;26.68
28-ago-14;26.35
27-ago-14;25.05
26-ago-14;25.44
25-ago-14;25.51
22-ago-14;24.4
21-ago-14;24.29
20-ago-14;23.5
19-ago-14;23.41
18-ago-14;24.25
15-ago-14;26.85
14-ago-14;26.31
13-ago-14;26.15
12-ago-14;25.09
11-ago-14;24.09
8-ago-14;27.51
7-ago-14;29.14
6-ago-14;29.1
5-ago-14;29.34
4-ago-14;28.42
1-ago-14;28.34
31-jul-14;28.17
30-jul-14;26.23
29-jul-14;25.88
28-jul-14;25.41
25-jul-14;24.62
24-jul-14;24.55
23-jul-14;25.15
22-jul-14;25.86
21-jul-14;25.86
18-jul-14;24.97
17-jul-14;25.57
16-jul-14;23.92
15-jul-14;23.86
14-jul-14;23.92
11-jul-14;23.85
10-jul-14;24.62
9-jul-14;24.77
8-jul-14;24.6
7-jul-14;24.52
3-jul-14;23.97
2-jul-14;24.69
1-jul-14;24.45
30-jun-14;24.92
27-jun-14;24
26-jun-14;24.81
25-jun-14;24.79
24-jun-14;24.35
23-jun-14;25.35
20-jun-14;25.04
19-jun-14;25.13
18-jun-14;24.87
17-jun-14;24.67
16-jun-14;24.83
13-jun-14;24.49
12-jun-14;24.9
11-jun-14;24.5
10-jun-14;24.48
9-jun-14;24.19
6-jun-14;24.26
5-jun-14;24.94
4-jun-14;25.41
3-jun-14;25.38
2-jun-14;25.81
30-mai-14;24.75
29-mai-14;23.65
28-mai-14;23.68
27-mai-14;24.98
23-mai-14;23.35
22-mai-14;23.47
21-mai-14;24.24
20-mai-14;24.64
19-mai-14;22.99
16-mai-14;22.82
15-mai-14;23.24
14-mai-14;22.73
13-mai-14;22.58
12-mai-14;23.15
9-mai-14;24.95
8-mai-14;25.35
7-mai-14;25.71
6-mai-14;26.04
5-mai-14;26.44
2-mai-14;25.51
1-mai-14;26.66
30-abr-14;27.17
29-abr-14;28.04
28-abr-14;29.25
25-abr-14;28.86
24-abr-14;27.67
23-abr-14;28.92
22-abr-14;30.1
21-abr-14;30.19
17-abr-14;30.43
16-abr-14;30.27
15-abr-14;32.19
14-abr-14;30.78
11-abr-14;30.35
10-abr-14;30.38
9-abr-14;29.4
8-abr-14;29.26
7-abr-14;28.94
4-abr-14;27.82
3-abr-14;27.09
2-abr-14;26.24
1-abr-14;26.77
31-mar-14;28.05
28-mar-14;28.16
27-mar-14;28.46
26-mar-14;28.58
25-mar-14;29.03
24-mar-14;30.1
21-mar-14;29.49
20-mar-14;28.79
19-mar-14;29.54
18-mar-14;29.67
17-mar-14;31.65
14-mar-14;33.63
13-mar-14;32.69
12-mar-14;31.9
11-mar-14;33.42
10-mar-14;33.66
7-mar-14;31.94
6-mar-14;30.05
5-mar-14;29.89
4-mar-14;32.1
3-mar-14;33.39
28-fev-14;30.25
27-fev-14;29.37
26-fev-14;30.56
25-fev-14;30.79
24-fev-14;30.41
21-fev-14;30.29
20-fev-14;31.16
19-fev-14;31.66
18-fev-14;32.03
14-fev-14;29.53
13-fev-14;29.1
12-fev-14;29.8
11-fev-14;28.5
10-fev-14;29.76
7-fev-14;28.78
6-fev-14;30.49
5-fev-14;31.13
4-fev-14;31.29
3-fev-14;31.95
31-jan-14;30
30-jan-14;29.28
29-jan-14;30.1
28-jan-14;29.43
27-jan-14;29.68
24-jan-14;28.28
23-jan-14;25.57
22-jan-14;23.86
21-jan-14;24.81
17-jan-14;23
16-jan-14;23.94
15-jan-14;23.78
14-jan-14;24.14
13-jan-14;24.3
10-jan-14;24.64
9-jan-14;25.67
8-jan-14;24.61
7-jan-14;24.48
6-jan-14;25.9
3-jan-14;25.2
2-jan-14;26.19
31-dez-13;23.39
30-dez-13;23.44
27-dez-13;22.67
26-dez-13;23.15
24-dez-13;23.13
23-dez-13;23.74
20-dez-13;24.59
19-dez-13;24.88
18-dez-13;26.06
17-dez-13;27.81
16-dez-13;27.24
13-dez-13;27.46
12-dez-13;27.9
11-dez-13;27.9
10-dez-13;26.56
9-dez-13;27.02
6-dez-13;27.55
5-dez-13;29.18
4-dez-13;28.82
3-dez-13;29.16
2-dez-13;28.91
29-nov-13;27.8
27-nov-13;28.97
26-nov-13;28.87
25-nov-13;29.09
22-nov-13;28.63
21-nov-13;29.05
20-nov-13;28.94
19-nov-13;28.01
18-nov-13;27.42
15-nov-13;26.78
14-nov-13;26.79
13-nov-13;27.75
12-nov-13;28.65
11-nov-13;28.51
8-nov-13;28.59
7-nov-13;28.85
6-nov-13;27.59
5-nov-13;27.59
4-nov-13;25.72
1-nov-13;25.42
31-out-13;24.44
30-out-13;23.65
29-out-13;23.59
28-out-13;24.03
25-out-13;23.82
24-out-13;23.98
23-out-13;23.25
22-out-13;21.45
21-out-13;21.78
18-out-13;22.09
17-out-13;22.97
16-out-13;24.92
15-out-13;26.38
14-out-13;25.69
11-out-13;25.45
10-out-13;27.1
9-out-13;28.85
8-out-13;29.25
7-out-13;28.55
4-out-13;26.92
3-out-13;27.37
2-out-13;26.46
1-out-13;26.81
30-set-13;27.66
27-set-13;26.05
26-set-13;25.17
25-set-13;25.39
24-set-13;25.37
23-set-13;26.27
20-set-13;27.55
19-set-13;26.33
18-set-13;26.96
17-set-13;29.47
16-set-13;28.56
13-set-13;27.57
12-set-13;27.96
11-set-13;28.42
10-set-13;29.65
9-set-13;29.53
6-set-13;29.49
5-set-13;29.26
4-set-13;30.67
3-set-13;31.97
30-ago-13;32.18
29-ago-13;32.61
28-ago-13;32.41
27-ago-13;32.72
26-ago-13;31.57
23-ago-13;29.01
22-ago-13;30.56
21-ago-13;31.64
20-ago-13;31.35
19-ago-13;31.76
16-ago-13;30.04
15-ago-13;28.74
14-ago-13;28.25
13-ago-13;27.6
12-ago-13;27.84
9-ago-13;26.27
8-ago-13;26.95
7-ago-13;26.95
6-ago-13;26.77
5-ago-13;26.53
2-ago-13;25.71
1-ago-13;26.54
31-jul-13;27.57
30-jul-13;27.58
29-jul-13;27.29
26-jul-13;26.12
25-jul-13;25.77
24-jul-13;27.42
23-jul-13;25.42
22-jul-13;25.88
19-jul-13;28.91
18-jul-13;29.23
17-jul-13;29.79
16-jul-13;30.16
15-jul-13;28.89
12-jul-13;31.43
11-jul-13;30.6
10-jul-13;32.06
9-jul-13;32.11
8-jul-13;34.69
5-jul-13;35.3
3-jul-13;35.36
2-jul-13;35.04
1-jul-13;31.52
28-jun-13;32.25
27-jun-13;32.9
26-jun-13;35.14
25-jun-13;37.43
24-jun-13;40.02
21-jun-13;38.47
20-jun-13;40.35
19-jun-13;33.85
18-jun-13;32.67
17-jun-13;33.34
14-jun-13;31.35
13-jun-13;30.87
12-jun-13;32.59
11-jun-13;30.75
10-jun-13;28.04
7-jun-13;28.48
6-jun-13;27.92
5-jun-13;27.95
4-jun-13;26.59
3-jun-13;26.03
31-mai-13;26.78
30-mai-13;23.67
29-mai-13;23.77
28-mai-13;21.24
24-mai-13;20.66
23-mai-13;20.48
22-mai-13;19.85
21-mai-13;18.25
20-mai-13;18.42
17-mai-13;18.06
16-mai-13;19.29
15-mai-13;19.84
14-mai-13;20.21
13-mai-13;20.41
10-mai-13;20.59
9-mai-13;20.06
8-mai-13;19.6
7-mai-13;19.53
6-mai-13;20.09
3-mai-13;20.22
2-mai-13;20.74
1-mai-13;20.98
30-abr-13;20.02
29-abr-13;20.41
26-abr-13;21.24
25-abr-13;20.37
24-abr-13;20.77
23-abr-13;21.35
22-abr-13;22.18
19-abr-13;22.28
18-abr-13;24.16
17-abr-13;24.04
16-abr-13;21.54
15-abr-13;23.61
12-abr-13;19.73
11-abr-13;19.5
10-abr-13;19.42
9-abr-13;19.1
8-abr-13;19.6
5-abr-13;19.65
4-abr-13;19.51
3-abr-13;19.14
2-abr-13;19.07
1-abr-13;19.17
28-mar-13;18.01
27-mar-13;18.5
26-mar-13;19.28
25-mar-13;20.51
22-mar-13;21.76
21-mar-13;21.65
20-mar-13;20.14
19-mar-13;20.35
18-mar-13;19.29
15-mar-13;17.74
14-mar-13;18.37
13-mar-13;18.36
12-mar-13;17.31
11-mar-13;17.35
8-mar-13;17.45
7-mar-13;18
6-mar-13;18.29
5-mar-13;18.72
4-mar-13;19.27
1-mar-13;19.04
28-fev-13;18.71
27-fev-13;18.87
26-fev-13;20.36
25-fev-13;21.13
22-fev-13;19.31
21-fev-13;19.39
20-fev-13;18.14
19-fev-13;16.67
15-fev-13;16.91
14-fev-13;17.46
13-fev-13;17.46
12-fev-13;17.71
11-fev-13;18.3
8-fev-13;19.01
7-fev-13;19.67
6-fev-13;19.52
5-fev-13;19.65
4-fev-13;20.39
1-fev-13;18.86
31-jan-13;19.71
30-jan-13;20.1
29-jan-13;19.5
28-jan-13;19.62
25-jan-13;18.36
24-jan-13;18.39
23-jan-13;17.72
22-jan-13;17.73
18-jan-13;17.48
17-jan-13;18.62
16-jan-13;18.96
15-jan-13;18.43
14-jan-13;18.66
11-jan-13;19.32
10-jan-13;19.02
9-jan-13;19.11
8-jan-13;19.64
7-jan-13;19.73
4-jan-13;19.38
3-jan-13;19.92
2-jan-13;19.96
31-dez-12;23.67
28-dez-12;24.74
27-dez-12;22.98
26-dez-12;22.64
24-dez-12;22.59
21-dez-12;22.59
20-dez-12;22.48
19-dez-12;22.56
18-dez-12;22.09
17-dez-12;22.98
14-dez-12;22.94
13-dez-12;22.93
12-dez-12;22.36
11-dez-12;21.83
10-dez-12;22.04
7-dez-12;21.83
6-dez-12;22.95
5-dez-12;23.75
4-dez-12;24.12
3-dez-12;24.15
30-nov-12;23.29
29-nov-12;22.82
28-nov-12;23.46
27-nov-12;23.02
26-nov-12;22.24
23-nov-12;21.51
21-nov-12;22.67
20-nov-12;23.1
19-nov-12;23.42
16-nov-12;25.03
15-nov-12;26.81
14-nov-12;26.65
13-nov-12;26.19
12-nov-12;24.55
9-nov-12;26.28
8-nov-12;25.81
7-nov-12;24.53
6-nov-12;24.67
5-nov-12;25.2
2-nov-12;24.65
1-nov-12;23.88
31-out-12;25.34
26-out-12;25.1
25-out-12;25.48
24-out-12;26.68
23-out-12;26.33
22-out-12;23.87
19-out-12;23.8
18-out-12;23.49
17-out-12;23.76
16-out-12;24.21
15-out-12;23.54
12-out-12;24.82
11-out-12;24.41
10-out-12;25.36
9-out-12;25.39
8-out-12;25.17
5-out-12;24.93
4-out-12;25.67
3-out-12;25.82
2-out-12;26.14
1-out-12;26.59
28-set-12;26.69
27-set-12;26.07
26-set-12;27.13
25-set-12;26.89
24-set-12;24.95
21-set-12;25.16
20-set-12;25.91
19-set-12;26.05
18-set-12;26.47
17-set-12;27.27
14-set-12;26.62
13-set-12;26.91
12-set-12;29.46
11-set-12;29.16
10-set-12;29.15
7-set-12;28.49
6-set-12;28.52
5-set-12;31.11
4-set-12;31.86
31-ago-12;30.28
30-ago-12;31.27
29-ago-12;30.97
28-ago-12;29.24
27-ago-12;28.89
24-ago-12;28
23-ago-12;27.61
22-ago-12;27.64
21-ago-12;26.9
20-ago-12;26.98
17-ago-12;25.03
16-ago-12;25.66
15-ago-12;26.34
14-ago-12;26.81
13-ago-12;25.26
10-ago-12;27
9-ago-12;27.73
8-ago-12;27.85
7-ago-12;29.15
6-ago-12;29.33
3-ago-12;28.53
2-ago-12;31.76
1-ago-12;31.71
31-jul-12;31.31
30-jul-12;29.59
27-jul-12;28.83
26-jul-12;28.89
25-jul-12;32.02
24-jul-12;32.42
23-jul-12;32.07
20-jul-12;28.12
19-jul-12;26.41
18-jul-12;27.1
17-jul-12;28
16-jul-12;29.26
13-jul-12;28.06
12-jul-12;30.01
11-jul-12;30.34
10-jul-12;31.22
9-jul-12;30.81
6-jul-12;29.97
5-jul-12;29.36
3-jul-12;28.89
2-jul-12;28.94
29-jun-12;29.75
28-jun-12;32.56
27-jun-12;32.79
26-jun-12;33.56
25-jun-12;34.24
22-jun-12;32.32
21-jun-12;32.26
20-jun-12;29.49
19-jun-12;31.87
18-jun-12;34.06
15-jun-12;37.15
14-jun-12;39.8
13-jun-12;40.02
12-jun-12;37.85
11-jun-12;39.28
8-jun-12;36.39
7-jun-12;36.26
6-jun-12;37.18
5-jun-12;38.76
4-jun-12;40.14
1-jun-12;40.11
31-mai-12;37.69
30-mai-12;39.31
29-mai-12;37.2
25-mai-12;38.03
24-mai-12;38.3
23-mai-12;39.23
22-mai-12;40.3
21-mai-12;38.33
18-mai-12;43.63
17-mai-12;44.53
16-mai-12;39.43
15-mai-12;39.06
14-mai-12;37.36
11-mai-12;32.77
10-mai-12;31.96
9-mai-12;32.43
8-mai-12;30.49
7-mai-12;29.33
4-mai-12;29.44
3-mai-12;26.34
2-mai-12;25.91
1-mai-12;26.31
30-abr-12;27.21
27-abr-12;25.95
26-abr-12;26.19
25-abr-12;27.07
24-abr-12;27.21
23-abr-12;28.43
20-abr-12;26.66
19-abr-12;27.83
18-abr-12;28.15
17-abr-12;28.89
16-abr-12;29.84
13-abr-12;29.55
12-abr-12;28.14
11-abr-12;29.94
10-abr-12;30.25
9-abr-12;28.41
5-abr-12;26.62
4-abr-12;26.85
3-abr-12;25.82
2-abr-12;25.44
30-mar-12;26.5
29-mar-12;26.52
28-mar-12;26.98
27-mar-12;26.29
26-mar-12;25.73
23-mar-12;26.35
22-mar-12;26.69
21-mar-12;25.45
20-mar-12;27.1
19-mar-12;26.05
16-mar-12;25.98
15-mar-12;26.86
14-mar-12;29.09
13-mar-12;27.31
12-mar-12;28.55
9-mar-12;29.12
8-mar-12;28.29
7-mar-12;30.22
6-mar-12;31.35
5-mar-12;28.03
2-mar-12;26.67
1-mar-12;26.97
29-fev-12;28.28
28-fev-12;27.28
27-fev-12;27.86
24-fev-12;26.02
23-fev-12;26.89
22-fev-12;27.79
21-fev-12;28.64
17-fev-12;30.66
16-fev-12;32.02
15-fev-12;33.42
14-fev-12;32.11
13-fev-12;30.72
10-fev-12;31.6
9-fev-12;29.11
8-fev-12;29.86
7-fev-12;29.38
6-fev-12;30.28
3-fev-12;28.4
2-fev-12;28.77
1-fev-12;28.11
31-jan-12;29.63
30-jan-12;30.2
27-jan-12;29.27
26-jan-12;30.52
25-jan-12;28.65
24-jan-12;29.36
23-jan-12;29.69
20-jan-12;29.31
19-jan-12;30.79
18-jan-12;30.47
17-jan-12;31.61
13-jan-12;32.7
12-jan-12;30.75
11-jan-12;30.18
10-jan-12;30.12
9-jan-12;31.27
6-jan-12;32.46
5-jan-12;32.77
4-jan-12;32.71
3-jan-12;33.76
30-dez-11;34.88
29-dez-11;33.97
28-dez-11;35.55
27-dez-11;32.72
23-dez-11;31.51
22-dez-11;32.63
21-dez-11;33.8
20-dez-11;34.64
19-dez-11;38.6
16-dez-11;35.42
15-dez-11;36.67
14-dez-11;39.7
13-dez-11;39.42
12-dez-11;40.82
9-dez-11;39.66
8-dez-11;43.98
7-dez-11;41.77
6-dez-11;41.11
5-dez-11;40.17
2-dez-11;40.34
1-dez-11;40.38
30-nov-11;40.5
29-nov-11;44.55
28-nov-11;46.52
25-nov-11;49.16
23-nov-11;47.26
22-nov-11;44.75
21-nov-11;46.08
18-nov-11;44.53
17-nov-11;47.74
16-nov-11;44.4
15-nov-11;42.37
14-nov-11;42.9
11-nov-11;41.22
10-nov-11;44.69
9-nov-11;46.68
8-nov-11;38.88
7-nov-11;41.47
4-nov-11;42.3
3-nov-11;41.51
2-nov-11;42.28
1-nov-11;45.2
31-out-11;39.35
28-out-11;34.54
27-out-11;36.87
26-out-11;41.51
25-out-11;44.01
24-out-11;40.16
21-out-11;44.34
20-out-11;47.38
19-out-11;45.66
18-out-11;43.48
17-out-11;46.91
14-out-11;40.59
13-out-11;42.53
12-out-11;43.28
11-out-11;46.19
10-out-11;47.45
7-out-11;51.3
6-out-11;50.16
